Country,Geographic_region,Private_company,End_target,End_target_year,Status_of_end_target,Interim_target,Interim_target_year,GHGs_covered,Scope_1_coverage,Scope_2_coverage,Published_plan,Reporting_mechanism,Accountability_delivery,Carbon_credits,Separate_removal_target,Planning_removals,Historical_emissions,Race_to_zero_member,Industry,log_revenue,log_employees,Scope_3_coverage
JPN,East Asia,No,Zero carbon,2050.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,No,Power generation,24.04887723168792,10.355772631288183,Partial
ZAF,Africa,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,Yes,Yes (nature-based and CCS-based removals),No,No,Materials,23.378829049105157,10.2450184013482,Partial
DEU,Europe,No,Net zero,2050.0,In corporate strategy,Other,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,No reporting mechanism,Not Specified,Not Specified,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,Yes,Infrastructure,23.853747511095712,10.842126688074044,Yes
ITA,Europe,No,Net zero,2030.0,In corporate strategy,Emissions reduction target,2026.0,Not Specified,Yes,Yes,No,Annual reporting,Yes,Yes,No,Yes (unspecified),No,No,Services,22.177919535813125,9.963876852548912,No
USA,North America,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,No,No,No,No reporting mechanism,Not Specified,Not Specified,No,Not Specified,No,No,Transportation services,22.784416108781304,10.056251557087757,No
JPN,East Asia,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Transportation services,23.599707689365413,11.184060221670764,Yes
JPN,East Asia,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2024.0,Not Specified,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,No,Not Specified,No,No,Services,20.50883422747338,7.7284157798410416,No
USA,North America,No,Emissions reduction target,2030.0,In corporate strategy,No target,2030.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,No,No,No,"Biotech, health care & pharma",24.469092571525714,11.643962499267984,No
CHN,East Asia,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,Not Specified,Not Specified,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Services,26.03688059942486,12.77305835163568,Not Specified
CHN,East Asia,No,Carbon neutral(ity),2050.0,Achieved (self-declared),Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",Yes,Yes,"Food, beverage & agriculture",23.248994481334666,10.934534521708471,Partial
COL,Latin America and the Caribbean,No,Net zero,2050.0,In corporate strategy,Reduction v. BAU,2030.0,Not Specified,Yes,Yes,No,Annual reporting,No,Yes,No,Not Specified,No,No,Services,23.13021094535479,11.2968320032685,Not Specified
IND,South Asia,No,Carbon neutral(ity),2050.0,In corporate strategy,Emissions intensity target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,No,Materials,23.736346748884156,10.557035948482783,Partial
CAN,North America,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,No,No,Yes,Services,24.719666754856767,11.390633529485598,Yes
USA,North America,Yes,No target,2040.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,No,No,No,Retail,24.565080947352516,10.933124826700707,Not Specified
AUS,Oceania,No,Emissions reduction target,2030.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Yes,Yes,No,Not Specified,No,No,Services,24.497565820011573,10.654219444947001,Yes
CHE,Europe,No,Net zero,2050.0,In corporate strategy,Net zero or similar,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Not Specified,No,No,Services,21.50990336104907,7.441906728051625,Yes
JPN,East Asia,No,Net zero,2030.0,Achieved (self-declared),Emissions reduction target,2023.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,No,Yes (unspecified),No,No,Services,21.063303140443864,8.328692583545568,Not Specified
USA,North America,No,Carbon neutral(ity),2030.0,In corporate strategy,No target,2030.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Yes,Yes,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,Yes,Retail,26.70407380386839,12.00762780434872,Yes
ZAF,Africa,No,Emissions reduction target,2025.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,No,Yes,No,Services,23.270834247937394,10.082762807393678,Yes
TWN,East Asia,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2035.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,Yes,Services,23.318520543977904,9.920098818341325,Not Specified
CAN,North America,No,Emissions reduction target,2030.0,In corporate strategy,Emissions intensity target,2025.0,Not Specified,Yes,Yes,No,Annual reporting,No,Not Specified,No,No,No,No,"Food, beverage & agriculture",9.456653425317034,9.862717639992917,Partial
ITA,Europe,No,Net zero,2040.0,In corporate strategy,Emissions intensity target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,No,Yes,Yes (unspecified),No,Yes,Infrastructure,25.60749098869333,11.084063779055668,Yes
USA,North America,No,Net zero,2050.0,Declaration / pledge,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Materials,23.22470178876759,10.221977646629885,No
CHN,East Asia,No,Carbon neutral(ity),2050.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Materials,26.498177566067238,10.737461325921066,Yes
USA,North America,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,Not Specified,Not Specified,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Services,22.168772057933776,7.650168700845001,Not Specified
USA,North America,No,No target,2050.0,In corporate strategy,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Yes (unspecified),No,No,Services,22.39153853528998,6.150602768446279,Yes
FIN,Europe,No,Net zero,2040.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,Yes (nature-based and CCS-based removals),Yes,Yes,Retail,9.931880627037346,11.530097183478548,Yes
FRA,Europe,No,Net zero,2050.0,In corporate strategy,Net zero or similar,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,Yes,Yes (unspecified),No,Yes,Manufacturing,24.443401680735132,12.028714749365097,Yes
SWE,Europe,No,Net zero,2045.0,In corporate strategy,Emissions reduction target,2030.0,Not Specified,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,Yes,Infrastructure,20.764407781237278,7.057897937411856,Yes
JPN,East Asia,No,Net zero,2050.0,In corporate strategy,No target,2030.0,Carbon dioxide only,Yes,Not Specified,Yes,Annual reporting,Yes,Yes,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,No,Transportation services,23.191789007568598,10.505094936455558,Not Specified
AUT,Europe,No,Climate neutral,2050.0,In corporate strategy,Emissions reduction target,2029.0,Not Specified,Not Specified,Not Specified,Yes,Annual reporting,Not Specified,Yes,No,Not Specified,No,No,Materials,23.64157696358584,10.785352457395266,Not Specified
JPN,East Asia,No,Carbon neutral(ity),2030.0,Declaration / pledge,No target,2030.0,Carbon dioxide and other GHGs,Not Specified,Not Specified,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Services,21.465203182151978,7.814399633804487,Not Specified
RUS,Europe,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,Not Specified,Not Specified,No,No reporting mechanism,Not Specified,Not Specified,No,Not Specified,No,No,Power generation,23.43676781679317,10.97644009442366,Not Specified
GBR,Europe,No,Carbon neutral(ity),2040.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,Yes (nature-based and CCS-based removals),No,No,Materials,10.217348936771211,10.896757843893464,Yes
JPN,East Asia,No,Carbon neutral(ity),2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,No,Not Specified,No,Not Specified,No,No,Transportation services,23.01448659996255,10.188892033243851,No
AUS,Oceania,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Yes (nature-based and CCS-based removals),No,No,Fossil Fuels,22.312501042267073,8.251924713801357,No
USA,North America,No,Carbon neutral(ity),2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,No,Materials,22.931540250579104,9.581972891547895,No
SWE,Europe,No,Emissions reduction target,2050.0,In corporate strategy,Emissions reduction target,2030.0,Not Specified,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,Not Specified,No,No,"Food, beverage & agriculture",21.49059241614486,8.811801223938751,Yes
GBR,Europe,No,Net zero,2045.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide only,Yes,Yes,No,Annual reporting,No,Yes,No,Yes (nature-based and CCS-based removals),No,Yes,Infrastructure,21.752885254484713,7.887959336599945,Yes
CHN,East Asia,No,No target,2050.0,In corporate strategy,No target,2030.0,Not Specified,Not Specified,Not Specified,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,"Food, beverage & agriculture",22.114547739826097,9.884151816229386,Not Specified
ZAF,Africa,No,Net zero,2050.0,In corporate strategy,Other,2030.0,Not Specified,Yes,Yes,Yes,Annual reporting,No,Yes,No,Not Specified,No,No,Services,23.352849864841296,10.804684950962628,Partial
USA,North America,No,Emissions reduction target,2025.0,In corporate strategy,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,"Biotech, health care & pharma",21.812500964138398,9.012011377036412,Yes
CHN,East Asia,No,Zero carbon,2025.0,In corporate strategy,Net zero or similar,2030.0,Carbon dioxide only,Yes,Yes,No,Annual reporting,No,Not Specified,No,Not Specified,No,No,Retail,23.843999475707328,11.171392444155797,Partial
JPN,East Asia,No,Zero emissions,2040.0,In corporate strategy,Emissions reduction target,2030.0,Not Specified,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,"Food, beverage & agriculture",25.091447064810914,10.690102307253893,Yes
FRA,Europe,No,Emissions reduction target,2030.0,Declaration / pledge,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Not Specified,No,No,Services,20.61901581668249,6.1903154058531475,Partial
NLD,Europe,No,Net zero,2040.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,No,Not Specified,No,No,"Biotech, health care & pharma",23.827852515457327,11.2959627727311,Yes
SWE,Europe,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Not Specified,No,Not Specified,No,Yes,Manufacturing,23.406613425476582,10.855126123041925,Yes
DEU,Europe,No,Emissions reduction target,2050.0,In corporate strategy,Other,2030.0,Not Specified,Not Specified,Not Specified,No,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Services,21.268492888009444,6.717804695023691,Not Specified
USA,North America,No,Net zero,2050.0,Declaration / pledge,No target,2030.0,Not Specified,Not Specified,Not Specified,Yes,No reporting mechanism,Not Specified,Not Specified,No,Not Specified,No,No,Retail,22.654787248694554,10.491301994830229,Not Specified
JPN,East Asia,No,Net zero,2050.0,Declaration / pledge,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,No,Not Specified,No,Not Specified,No,No,Manufacturing,24.16329924242583,11.494384641264963,Yes
IND,South Asia,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,No,Annual reporting,Not Specified,Yes,No,Not Specified,No,No,"Biotech, health care & pharma",22.54247833311792,10.161805178857993,Not Specified
JPN,East Asia,No,Net zero,2030.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide only,Yes,Yes,Yes,Annual reporting,Not Specified,No,No,No,No,No,Services,8.831857935197906,9.889490042892275,Partial
CHN,East Asia,No,Carbon neutral(ity),2060.0,Declaration / pledge,Emissions reduction target,2027.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,No,Infrastructure,12.619995221551012,12.79732551840878,Not Specified
GBR,Europe,No,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Not Specified,Yes,Yes,Yes,No reporting mechanism,Not Specified,Not Specified,No,Not Specified,No,No,Services,22.857550614627087,9.379323364330956,Partial
USA,North America,No,Net zero,2050.0,Declaration / pledge,Emissions reduction target,2032.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Not Specified,No,Not Specified,No,Yes,Services,23.189414313890733,10.485731104959568,Partial
IND,South Asia,No,Net zero,2038.0,In corporate strategy,No target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,"Yes (CCS-based removals e.g. BECCS, DACCS)",Yes,No,Fossil Fuels,25.087790196496872,10.179337399481271,No
DEU,Europe,Yes,Net zero,2050.0,In corporate strategy,Emissions reduction target,2030.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Yes,Yes,No,Not Specified,No,No,Retail,25.04434748600614,10.933124826700707,Yes
USA,North America,No,Net zero,2040.0,In corporate strategy,Emissions reduction target,2025.0,Carbon dioxide and other GHGs,Yes,Yes,Yes,Annual reporting,Not Specified,Yes,Yes,No,Yes,Yes,Services,22.297905244044898,9.313077449427295,Yes
